"","voting","combined_fips","region","sex","metsize","educnew","incomenew","racenew","classic_music","opera","play","dance_perfom","ballet","livemusperf","museum","books","cinema","sport"
"9974",1,36047,1,2,7,1,4,2,999,999,999,999,999,999,999,999,999,999
"9975",1,36047,1,2,7,2,2,2,999,999,999,999,999,999,999,999,999,999
"9976",1,36047,1,2,7,3,1,1,2,2,2,2,2,999,2,2,2,2
"9977",1,36047,1,2,7,2,1,1,999,999,999,999,999,999,999,999,999,999
"9978",1,36047,1,2,7,2,1,2,2,2,2,2,2,999,2,1,999,999
"9979",1,36047,1,1,7,3,2,2,999,999,999,999,999,999,999,999,999,999
"9980",1,36047,1,2,7,1,1,1,2,2,2,2,2,999,2,2,999,999
"9981",1,36047,1,1,7,1,1,1,999,999,999,999,999,999,999,999,999,999
"9982",1,36047,1,2,7,2,1,1,999,999,999,999,999,2,999,999,999,999
"9983",1,36047,1,2,7,1,1,3,999,999,999,999,999,999,999,999,999,999
"9984",1,36047,1,2,7,3,1,1,999,999,999,999,999,2,999,999,999,999
"9985",1,36047,1,2,7,3,2,2,999,999,999,999,999,999,999,999,999,999
"9986",1,36047,1,2,7,2,1,2,999,999,999,999,999,2,999,999,999,999
"9987",1,36047,1,1,7,1,1,1,999,999,999,999,999,999,999,999,999,999
"9988",1,36047,1,2,7,1,1,1,999,999,999,999,999,2,999,999,999,999
"9989",1,36047,1,1,7,1,1,1,999,999,999,999,999,999,999,999,999,999
"9990",1,36047,1,2,7,2,1,1,999,999,999,999,999,2,999,999,999,999
"9991",1,36047,1,2,7,2,1,2,999,999,999,999,999,2,999,999,999,999
"9992",1,36047,1,2,7,3,1,1,2,2,2,2,2,999,999,999,999,999
"9993",1,36047,1,1,7,2,1,1,2,2,2,2,2,999,2,2,1,2
"9994",1,36047,1,2,7,3,2,1,999,999,999,999,999,999,999,999,999,999
"9995",1,36047,1,1,7,3,2,2,999,999,999,999,999,2,999,999,2,2
"9996",1,36047,1,2,7,3,3,1,999,999,999,999,999,999,999,999,999,999
"9997",1,36047,1,1,7,1,2,1,999,999,999,999,999,2,999,999,999,999
"9998",1,36047,1,1,7,3,3,2,1,2,2,2,2,999,2,1,999,999
"9999",1,36047,1,1,7,3,5,1,999,999,999,999,999,1,999,999,1,1
"10000",1,36047,1,1,7,1,1,2,999,999,999,999,999,2,999,999,2,2
"10001",1,36047,1,1,7,1,2,2,2,2,2,2,2,999,2,2,999,999
"10002",1,36047,1,1,7,1,1,3,999,999,999,999,999,2,999,999,2,2
"10003",1,36047,1,1,7,1,1,1,999,999,999,999,999,999,999,999,999,999
"10004",1,36047,1,1,7,3,4,1,2,2,2,2,2,999,1,2,999,999
"10005",1,36047,1,2,7,1,2,2,999,999,999,999,999,2,999,999,999,999
"10006",1,36047,1,1,7,1,1,1,999,999,999,999,999,2,999,999,999,999
"10007",1,36047,1,2,7,2,1,2,999,999,999,999,999,2,999,999,2,2
"10008",1,36047,1,1,7,1,2,3,999,999,999,999,999,2,999,999,999,999
"10009",1,36047,1,1,7,1,1,2,2,2,2,2,2,999,2,2,999,999
"10010",1,36047,1,2,7,1,1,2,2,2,2,2,2,999,2,2,2,2
"10011",1,36047,1,1,7,3,1,1,999,999,999,999,999,999,999,999,999,999
"10012",1,36047,1,1,7,1,1,2,999,999,999,999,999,2,999,999,999,999
"10013",1,36047,1,1,7,1,2,2,999,999,999,999,999,2,999,999,999,999
"10014",1,36047,1,1,7,1,1,1,2,2,2,2,2,999,2,2,1,2
"10015",1,36047,1,2,7,2,2,2,999,999,999,999,999,2,999,999,999,999
"10016",1,36047,1,1,7,2,2,2,999,999,999,999,999,2,999,999,999,999
"10017",1,36047,1,2,7,1,1,2,999,999,999,999,999,2,999,999,999,999
"10018",1,36047,1,2,7,1,1,3,999,999,999,999,999,999,999,999,999,999
"10019",1,36047,1,2,7,3,3,1,1,2,1,1,2,999,1,1,999,999
"10020",1,36047,1,2,7,1,1,2,999,999,999,999,999,999,999,999,999,999
"10021",1,36047,1,1,7,2,4,1,999,999,999,999,999,2,999,999,999,999
"10022",1,36047,1,1,7,1,1,2,999,999,999,999,999,999,999,999,999,999
"10023",1,36047,1,1,7,1,2,2,999,999,999,999,999,2,999,999,2,2
"10024",1,36047,1,2,7,1,1,2,999,999,999,999,999,2,999,999,2,999
"10025",1,36047,1,2,7,1,3,2,999,999,999,999,999,2,999,999,999,999
"10026",1,36047,1,1,7,2,4,2,2,2,2,1,2,999,1,1,1,1
"10027",1,36047,1,2,7,1,1,1,999,999,999,999,999,999,999,999,999,999
"10028",1,36047,1,2,7,1,2,1,2,2,2,2,2,999,2,2,1,2
"10029",2,36055,1,1,5,2,2,1,999,999,999,999,999,2,999,999,999,999
"10030",2,36055,1,2,5,3,2,1,2,2,2,2,2,999,2,1,1,1
"10031",2,36055,1,2,5,3,2,1,999,999,999,999,999,999,999,999,999,999
"10032",2,36055,1,2,5,1,1,1,2,2,2,2,2,999,2,2,999,999
"10033",2,36055,1,1,5,2,2,1,2,2,2,2,2,999,2,2,999,999
"10034",2,36055,1,2,5,2,2,1,999,999,999,999,999,999,999,999,999,999
"10035",2,36055,1,1,5,2,3,1,2,2,2,2,2,999,1,1,999,999
"10036",2,36055,1,2,5,3,2,1,2,2,2,2,2,999,1,1,999,999
"10037",2,36055,1,1,5,1,1,1,999,999,999,999,999,999,999,999,999,999
"10038",2,36055,1,2,5,2,1,1,999,999,999,999,999,1,999,999,1,2
"10039",2,36055,1,2,5,3,3,1,999,999,999,999,999,999,999,999,999,999
"10040",2,36055,1,2,5,3,4,1,999,999,999,999,999,999,999,999,999,999
"10041",2,36055,1,1,5,3,3,1,999,999,999,999,999,2,999,999,1,1
"10042",2,36055,1,2,5,1,2,1,2,2,2,2,2,999,1,1,999,999
"10043",2,36055,1,1,5,2,2,2,999,999,999,999,999,1,999,999,2,2
"10044",2,36055,1,1,5,3,3,1,999,999,999,999,999,2,999,999,1,1
"10045",2,36055,1,2,5,2,2,1,2,2,2,2,2,999,1,1,999,999
"10046",2,36055,1,2,5,2,1,1,2,2,2,2,2,999,1,1,999,999
"10047",2,36055,1,1,5,3,3,1,999,999,999,999,999,999,999,999,999,999
"10048",2,36055,1,2,5,1,1,2,999,999,999,999,999,2,999,999,999,999
"10049",2,36055,1,1,5,1,4,1,2,2,2,2,2,999,2,1,999,999
"10050",2,36055,1,2,5,1,2,1,999,999,999,999,999,2,999,999,2,2
"10051",2,36055,1,1,5,1,2,1,999,999,999,999,999,999,999,999,999,999
"10052",2,36055,1,1,5,2,1,1,2,2,2,2,2,999,2,1,999,999
"10053",2,36055,1,2,5,3,3,1,999,999,999,999,999,2,999,999,999,999
"10054",2,36055,1,2,5,1,1,1,999,999,999,999,999,999,999,999,999,999
"10055",2,36055,1,2,5,1,2,1,999,999,999,999,999,2,999,999,2,2
"10056",2,36055,1,1,5,2,2,1,999,999,999,999,999,999,999,999,999,999
"10057",2,36055,1,2,5,2,2,1,2,2,2,2,2,999,2,1,1,2
"10058",2,36055,1,2,5,1,1,1,2,2,2,2,2,999,2,1,999,999
"10059",2,36055,1,1,5,2,1,1,2,2,2,2,2,999,2,2,999,999
"10060",2,36055,1,1,5,3,2,1,999,999,999,999,999,999,999,999,999,999
"10061",2,36055,1,2,5,1,1,1,999,999,999,999,999,999,999,999,999,999
"10062",2,36055,1,1,5,1,3,1,999,999,999,999,999,2,999,999,1,1
"10063",2,36055,1,2,5,1,3,1,999,999,999,999,999,999,999,999,999,999
"10064",2,36055,1,1,5,3,5,3,999,999,999,999,999,999,999,999,999,999
"10065",2,36055,1,1,5,2,1,1,999,999,999,999,999,2,999,999,999,999
"10066",2,36055,1,1,5,2,1,1,2,2,2,2,2,999,2,2,999,999
"10067",2,36055,1,2,5,2,2,1,999,999,999,999,999,2,999,999,1,1
"10068",2,36055,1,1,5,1,1,1,2,2,2,2,2,999,2,2,2,2
"10069",2,36055,1,2,5,2,4,1,2,2,2,2,2,999,2,2,2,2
"10070",2,36055,1,2,5,1,1,1,2,2,2,2,2,999,2,2,2,2
"10071",2,36055,1,1,5,2,2,1,2,2,2,2,2,999,2,2,2,2
"10072",2,36055,1,2,5,3,3,1,999,999,999,999,999,999,999,999,999,999
"10073",2,36055,1,2,5,3,4,1,999,999,999,999,999,999,999,999,999,999
"10074",2,36055,1,1,5,3,3,1,999,999,999,999,999,2,999,999,1,2
"10075",2,36055,1,2,5,1,3,1,999,999,999,999,999,2,999,999,999,999
"10076",2,36055,1,2,5,3,3,1,2,2,2,2,2,999,2,2,999,999
"10077",2,36055,1,2,5,3,3,1,1,2,2,2,2,999,2,1,999,999
"10078",2,36055,1,1,5,3,4,1,999,999,999,999,999,1,999,999,999,999
"10079",2,36055,1,2,5,3,3,1,1,2,2,2,2,999,1,1,1,1
"10080",2,36055,1,2,5,2,1,1,999,999,999,999,999,2,999,999,999,999
"10081",2,36055,1,1,5,2,3,1,999,999,999,999,999,2,999,999,999,999
"10082",2,36055,1,1,5,2,4,1,2,2,2,2,2,999,2,1,999,999
"10083",2,36055,1,2,5,2,1,2,999,999,999,999,999,1,999,999,999,999
"10084",2,36055,1,1,5,2,3,1,999,999,999,999,999,1,999,999,999,999
"10085",2,36055,1,2,5,3,5,1,999,999,999,999,999,2,999,999,999,999
"10086",2,36055,1,1,5,1,2,1,999,999,999,999,999,999,999,999,999,999
"10087",2,36055,1,2,5,1,2,1,999,999,999,999,999,2,999,999,999,999
"10088",2,36055,1,1,5,2,4,1,999,999,999,999,999,999,999,999,999,999
"10089",2,36055,1,1,5,1,1,1,2,2,2,2,2,999,2,2,2,2
"10090",2,36055,1,2,5,1,2,2,999,999,999,999,999,2,999,999,2,1
"10091",2,36055,1,2,5,3,3,1,999,999,999,999,999,999,999,999,999,999
"10092",2,36055,1,1,5,3,3,1,999,999,999,999,999,999,999,999,999,999
"10093",2,36055,1,1,5,2,2,1,2,2,2,2,2,999,2,1,1,1
"10094",2,36055,1,2,5,3,2,1,999,999,999,999,999,1,999,999,999,999
"10095",2,36055,1,1,5,2,3,1,999,999,999,999,999,2,999,999,999,999
"10096",2,36055,1,2,5,2,2,2,999,999,999,999,999,1,999,999,1,2
"10097",3,36059,1,2,7,1,1,1,999,999,999,999,999,1,999,999,999,999
"10098",3,36059,1,2,7,3,5,3,2,2,2,2,2,999,1,2,1,2
"10099",3,36059,1,1,7,1,1,1,999,999,999,999,999,1,999,999,1,1
"10100",3,36059,1,1,7,3,5,1,999,999,999,999,999,1,999,999,1,1
"10101",3,36059,1,1,7,3,4,1,2,1,2,2,2,999,2,2,1,1
"10102",3,36059,1,2,7,1,1,1,2,2,2,2,2,999,1,1,999,999
"10103",3,36059,1,2,7,3,2,3,999,999,999,999,999,999,999,999,999,999
"10104",3,36059,1,1,7,1,3,1,999,999,999,999,999,999,999,999,999,999
"10105",3,36059,1,2,7,1,1,1,999,999,999,999,999,2,999,999,1,2
"10106",3,36059,1,1,7,2,3,1,999,999,999,999,999,999,999,999,999,999
"10107",3,36059,1,1,7,1,2,3,999,999,999,999,999,2,999,999,999,999
"10108",3,36059,1,1,7,3,3,4,999,999,999,999,999,999,999,999,999,999
"10109",3,36059,1,1,7,1,1,1,999,999,999,999,999,999,999,999,999,999
"10110",3,36059,1,1,7,3,3,1,2,2,2,2,2,999,1,1,999,999
"10111",3,36059,1,2,7,3,4,1,999,999,999,999,999,1,999,999,999,999
"10112",3,36059,1,1,7,2,3,2,2,2,999,999,999,999,999,999,999,999
"10113",3,36059,1,2,7,2,5,1,2,2,2,2,2,999,1,1,1,2
"10114",3,36059,1,2,7,3,4,1,999,999,999,999,999,999,999,999,999,999
"10115",3,36059,1,1,7,3,4,1,2,2,2,2,2,999,2,1,999,999
"10116",3,36059,1,2,7,1,3,1,2,2,1,2,2,999,2,1,1,1
"10117",3,36059,1,2,7,3,4,1,2,2,2,2,2,999,2,1,999,999
"10118",3,36059,1,2,7,2,3,1,999,999,999,999,999,999,999,999,999,999
"10119",3,36059,1,2,7,3,5,1,999,999,999,999,999,999,999,999,999,999
"10120",3,36059,1,1,7,2,1,1,999,999,999,999,999,999,999,999,999,999
"10121",3,36059,1,1,7,2,2,1,999,999,999,999,999,1,999,999,999,999
"10122",3,36059,1,1,7,3,5,1,999,999,999,999,999,999,999,999,999,999
"10123",3,36059,1,1,7,2,1,1,999,999,999,999,999,2,999,999,999,999
"10124",3,36059,1,2,7,2,4,1,999,999,999,999,999,999,999,999,999,999
"10125",3,36059,1,2,7,3,2,3,2,2,2,2,2,999,2,2,999,999
"10126",3,36059,1,2,7,2,2,1,999,999,999,999,999,999,999,999,999,999
"10127",3,36059,1,2,7,1,1,2,999,999,999,999,999,2,999,999,999,999
"10128",3,36059,1,2,7,3,5,1,999,999,999,999,999,999,999,999,999,999
"10129",3,36059,1,1,7,2,4,1,999,999,999,999,999,1,999,999,1,1
"10130",3,36059,1,2,7,3,3,1,999,999,999,999,999,2,999,999,1,2
"10131",3,36059,1,2,7,1,2,1,999,999,999,999,999,999,999,999,999,999
"10132",3,36059,1,1,7,2,2,1,2,2,2,2,2,999,2,1,1,2
"10133",3,36059,1,1,7,1,5,1,999,999,999,999,999,2,999,999,999,999
"10134",3,36059,1,1,7,3,4,1,999,999,999,999,999,999,999,999,999,999
"10135",3,36059,1,2,7,1,2,1,999,999,999,999,999,999,999,999,999,999
"10136",3,36059,1,2,7,3,3,4,999,999,999,999,999,2,999,999,1,2
"10137",3,36059,1,2,7,3,1,1,2,2,2,2,2,999,2,1,1,2
"10138",3,36059,1,1,7,1,1,2,2,2,2,2,2,999,2,2,999,999
"10139",3,36059,1,2,7,1,4,1,999,999,999,999,999,999,999,999,999,999
"10140",3,36059,1,1,7,1,4,1,999,999,999,999,999,999,999,999,999,999
"10141",3,36059,1,1,7,2,5,1,999,999,999,999,999,999,999,999,999,999
"10142",3,36059,1,1,7,1,1,1,2,2,2,2,2,999,2,2,999,999
"10143",3,36059,1,2,7,1,2,3,999,999,999,999,999,999,999,999,999,999
"10144",3,36059,1,2,7,1,4,1,2,2,2,2,2,999,2,1,999,999
"10145",3,36059,1,2,7,2,1,1,2,2,2,2,2,999,2,1,1,2
"10146",3,36059,1,1,7,1,4,1,999,999,999,999,999,2,999,999,999,999
"10147",3,36059,1,2,7,3,3,1,999,999,999,999,999,2,999,999,1,1
"10148",3,36059,1,1,7,2,5,1,999,999,999,999,999,1,999,999,1,1
"10149",3,36059,1,2,7,2,1,4,999,999,999,999,999,2,999,999,999,999
"10150",3,36059,1,2,7,1,1,1,2,2,2,2,2,999,2,2,999,999
"10151",3,36059,1,1,7,1,2,1,2,2,1,2,2,999,2,999,999,999
"10152",3,36059,1,1,7,3,2,1,999,999,999,999,999,999,999,999,999,999
"10153",3,36059,1,1,7,3,5,1,2,2,2,2,2,999,2,1,999,999
"10154",3,36059,1,2,7,2,5,1,2,2,2,2,2,999,2,1,999,999
"10155",3,36059,1,2,7,2,5,1,2,2,2,2,2,999,2,2,2,2
"10156",3,36059,1,2,7,1,2,1,999,999,999,999,999,2,999,999,999,999
"10157",3,36059,1,1,7,1,3,1,999,999,999,999,999,999,999,999,999,999
"10158",3,36059,1,2,7,3,5,1,2,2,1,2,2,999,1,1,1,2
"10159",3,36059,1,2,7,3,4,1,999,999,999,999,999,999,999,999,999,999
"10160",3,36059,1,1,7,2,1,4,999,999,999,999,999,2,999,999,999,999
"10161",3,36059,1,2,7,2,1,1,999,999,999,999,999,999,999,999,999,999
"10162",3,36059,1,2,7,2,4,4,999,999,999,999,999,2,999,999,999,999
"10163",3,36059,1,1,7,2,3,1,999,999,999,999,999,2,999,999,999,999
"10164",3,36059,1,1,7,3,5,1,999,999,999,999,999,999,999,999,999,999
"10165",3,36059,1,1,7,1,3,1,2,2,2,2,2,999,2,2,999,999
"10166",3,36059,1,2,7,3,3,1,999,999,999,999,999,999,999,999,999,999
"10167",3,36059,1,1,7,3,5,1,999,999,999,999,999,999,999,999,999,999
"10168",3,36059,1,2,7,3,4,1,999,999,999,999,999,999,999,999,999,999
"10169",3,36059,1,2,7,1,3,2,999,999,999,999,999,999,999,999,999,999
"10170",3,36059,1,1,7,2,5,1,999,999,999,999,999,999,999,999,999,999
"10171",3,36059,1,1,7,3,4,1,999,999,999,999,999,1,999,999,1,1
"10172",3,36059,1,2,7,1,2,3,999,999,999,999,999,999,999,999,999,999
"10173",3,36059,1,2,7,3,3,3,2,2,2,2,2,999,2,1,999,999
"10174",3,36059,1,1,7,1,4,1,999,999,999,999,999,2,999,999,999,999
"10175",3,36059,1,2,7,1,3,1,999,999,999,999,999,999,999,999,999,999
"10176",3,36059,1,2,7,3,3,1,2,2,2,1,2,999,2,1,1,1
"10177",3,36059,1,1,7,1,3,1,999,999,999,999,999,2,999,999,1,1
"10178",3,36059,1,1,7,3,4,1,999,999,999,999,999,1,999,999,1,1
"10179",3,36059,1,2,7,2,2,4,2,2,2,2,2,999,2,2,1,2
"10180",3,36059,1,1,7,2,1,1,999,999,999,999,999,999,999,999,999,999
"10181",3,36059,1,2,7,1,3,1,2,2,2,2,2,999,2,1,999,999
"10182",3,36059,1,2,7,3,5,1,2,2,2,2,1,999,2,1,999,999
"10183",3,36059,1,1,7,3,2,3,999,999,999,999,999,2,999,999,999,999
"10184",3,36059,1,1,7,3,4,1,2,2,2,2,2,999,2,1,999,999
"10185",3,36059,1,2,7,3,5,1,999,999,999,999,999,999,999,999,999,999
"10186",3,36059,1,1,7,1,3,1,999,999,999,999,999,999,999,999,999,999
"10187",3,36059,1,1,7,1,1,4,999,999,999,999,999,999,999,999,999,999
"10188",3,36059,1,2,7,1,1,1,2,2,2,2,2,999,2,2,2,2
"10189",3,36059,1,2,7,1,1,1,2,2,2,2,1,999,1,2,999,999
"10190",3,36059,1,1,7,1,2,1,2,2,2,2,2,999,2,2,1,2
"10191",3,36059,1,1,7,1,4,1,2,2,2,2,2,999,2,2,2,2
"10192",3,36059,1,2,7,2,5,3,2,2,2,2,2,999,2,2,2,2
"10193",3,36059,1,1,7,3,5,1,2,2,2,2,2,999,2,2,999,999
"10194",3,36059,1,1,7,1,3,1,999,999,999,999,999,999,999,999,999,999
"10195",3,36059,1,1,7,3,4,1,999,999,999,999,999,999,999,999,999,999
"10196",3,36059,1,2,7,3,2,1,999,999,999,999,999,2,999,999,999,999
"10197",3,36059,1,2,7,1,1,1,999,999,999,999,999,2,999,999,1,2
"10198",3,36059,1,2,7,3,4,1,999,999,999,999,999,999,999,999,999,999
"10199",3,36059,1,1,7,3,5,1,999,999,999,999,999,999,999,999,999,999
"10200",3,36059,1,2,7,1,1,1,999,999,999,999,999,2,999,999,999,999
"10201",3,36059,1,2,7,3,4,4,999,999,999,999,999,2,999,999,999,999
"10202",3,36059,1,1,7,2,2,3,2,2,2,2,2,999,2,2,999,999
"10203",3,36059,1,2,7,2,5,1,999,999,999,999,999,2,999,999,999,999
"10204",3,36059,1,1,7,3,3,1,999,999,999,999,999,1,999,999,999,999
"10205",3,36059,1,2,7,1,1,1,999,999,999,999,999,999,999,999,999,999
"10206",3,36059,1,2,7,1,3,1,999,999,999,999,999,2,999,999,2,2
"10207",3,36059,1,2,7,2,2,1,2,2,2,2,2,999,1,1,1,2
"10208",3,36059,1,2,7,3,3,1,999,999,999,999,999,1,999,999,1,2
"10209",3,36059,1,2,7,1,1,1,2,2,2,2,2,999,2,2,999,999
"10210",3,36059,1,2,7,1,3,1,2,2,2,2,2,999,2,1,2,2
"10211",3,36059,1,1,7,3,5,1,2,2,2,2,2,999,1,999,999,999
"10212",3,36059,1,2,7,2,2,1,999,999,999,999,999,999,999,999,999,999
"10213",3,36059,1,2,7,2,3,1,2,2,1,2,2,999,1,1,999,999
"10214",3,36059,1,2,7,3,5,1,999,999,999,999,999,999,999,999,999,999
"10215",3,36059,1,2,7,3,5,1,2,2,1,1,2,999,1,1,999,999
"10216",3,36059,1,1,7,3,3,3,999,999,999,999,999,999,999,999,999,999
"10217",3,36059,1,1,7,1,2,1,999,999,999,999,999,2,999,999,999,999
"10218",3,36059,1,1,7,2,3,3,2,2,2,2,2,999,2,1,999,999
"10219",3,36059,1,1,7,3,4,1,999,999,999,999,999,2,999,999,1,1
"10220",3,36059,1,2,7,1,3,1,999,999,999,999,999,2,999,999,999,999
"10221",3,36059,1,2,7,1,3,1,999,999,999,999,999,999,999,999,999,999
"10222",3,36059,1,1,7,2,3,1,999,999,999,999,999,999,999,999,999,999
"10223",1,36061,1,1,7,3,1,1,999,999,999,999,999,999,999,999,999,999
"10224",1,36061,1,1,7,3,3,1,2,2,2,1,2,999,1,1,1,1
"10225",1,36061,1,2,7,1,1,1,999,999,999,999,999,2,999,999,999,999
"10226",1,36061,1,2,7,2,2,2,999,999,999,999,999,1,999,999,1,1
"10227",1,36061,1,2,7,3,1,1,999,999,999,999,999,2,999,999,2,2
"10228",1,36061,1,1,7,1,1,1,999,999,999,999,999,2,999,999,999,999
"10229",1,36061,1,1,7,1,1,3,2,2,1,1,2,999,1,2,999,999
"10230",1,36061,1,1,7,3,4,1,2,2,1,2,2,999,1,1,999,999
"10231",1,36061,1,2,7,3,3,1,999,999,999,999,999,1,999,999,999,999
"10232",1,36061,1,2,7,1,1,1,999,999,999,999,999,1,999,999,999,999
"10233",1,36061,1,2,7,3,2,1,999,999,999,999,999,999,999,999,999,999
"10234",1,36061,1,2,7,3,4,1,999,999,999,999,999,999,999,999,999,999
"10235",1,36061,1,2,7,3,5,1,999,999,999,999,999,999,999,999,999,999
"10236",1,36061,1,2,7,1,1,1,999,999,999,999,999,2,999,999,999,999
"10237",1,36061,1,2,7,1,2,1,999,999,999,999,999,2,999,999,999,999
"10238",1,36061,1,2,7,3,1,1,999,999,999,999,999,2,999,999,2,2
"10239",1,36061,1,1,7,3,2,1,999,999,999,999,999,999,999,999,999,999
"10240",1,36061,1,2,7,3,4,1,999,999,999,999,999,1,999,999,999,999
"10241",1,36061,1,1,7,3,3,1,2,1,1,2,2,999,1,1,999,999
"10242",1,36061,1,1,7,3,5,1,999,999,999,999,999,999,999,999,999,999
"10243",1,36061,1,1,7,3,4,1,2,2,2,2,2,999,2,1,2,2
"10244",1,36061,1,1,7,3,5,1,999,999,999,999,999,1,999,999,1,1
"10245",1,36061,1,2,7,3,1,3,2,2,2,2,2,999,2,2,2,2
"10246",1,36061,1,1,7,1,1,1,999,999,999,999,999,999,999,999,999,999
"10247",1,36061,1,2,7,3,2,1,2,1,1,2,2,999,2,2,999,999
"10248",1,36061,1,2,7,3,5,1,2,1,1,1,2,999,1,1,1,2
"10249",1,36061,1,2,7,1,1,3,999,999,999,999,999,999,999,999,999,999
"10250",1,36061,1,2,7,3,5,1,2,2,2,2,2,999,1,1,999,999
"10251",1,36061,1,2,7,1,3,2,999,999,999,999,999,999,999,999,999,999
"10252",1,36061,1,2,7,3,5,1,1,2,2,2,2,999,1,2,999,999
"10253",1,36061,1,1,7,3,2,1,1,1,2,2,2,999,2,1,999,999
"10254",1,36061,1,1,7,1,2,1,999,999,999,999,999,2,999,999,999,999
"10255",1,36061,1,2,7,1,3,1,1,2,2,2,2,999,2,2,2,2
"10256",1,36061,1,2,7,3,5,1,2,2,2,2,2,999,2,1,999,999
"10257",1,36061,1,2,7,1,2,1,999,999,999,999,999,999,999,999,999,999
"10258",1,36061,1,1,7,3,5,1,999,999,999,999,999,999,999,999,999,999
"10259",1,36061,1,1,7,1,2,2,2,2,2,2,2,999,1,1,1,1
"10260",1,36061,1,2,7,3,1,1,999,999,999,999,999,2,999,999,999,999
"10261",1,36061,1,1,7,2,1,3,999,999,999,999,999,2,999,999,999,999
"10262",1,36061,1,1,7,3,5,1,999,999,999,999,999,2,999,999,999,999
"10263",1,36061,1,1,7,1,1,2,2,2,2,2,2,999,2,1,999,999
"10264",1,36061,1,1,7,3,3,1,999,999,999,999,999,1,999,999,1,2
"10265",1,36061,1,2,7,3,3,1,999,999,999,999,999,999,999,999,999,999
"10266",1,36061,1,2,7,2,2,3,2,2,2,1,2,999,2,1,999,999
"10267",1,36061,1,2,7,3,3,1,2,2,2,2,2,999,2,1,999,999
"10268",1,36061,1,1,7,1,1,1,999,999,999,999,999,2,999,999,999,999
"10269",1,36061,1,2,7,3,3,1,999,999,999,999,999,1,999,999,999,999
"10270",1,36061,1,2,7,3,3,1,2,2,2,2,2,999,2,1,999,999
"10271",1,36061,1,2,7,3,3,1,2,2,2,2,2,999,1,1,1,1
"10272",1,36061,1,2,7,1,1,3,999,999,999,999,999,2,999,999,999,999
"10273",1,36061,1,2,7,1,5,1,999,999,999,999,999,999,999,999,999,999
"10274",1,36061,1,1,7,1,1,3,999,999,999,999,999,999,999,999,999,999
"10275",1,36061,1,1,7,3,2,1,999,999,999,999,999,1,999,999,1,2
"10276",1,36061,1,1,7,1,1,3,999,999,999,999,999,999,999,999,999,999
"10277",1,36061,1,2,7,1,2,2,999,999,999,999,999,2,999,999,999,999
"10278",1,36061,1,2,7,3,3,1,2,2,1,2,2,999,1,1,999,999
"10279",1,36061,1,1,7,3,5,1,2,1,1,1,2,999,1,2,999,999
"10280",1,36061,1,2,7,3,1,3,999,999,999,999,999,2,999,999,999,999
"10281",1,36061,1,1,7,3,5,1,1,1,1,2,2,999,1,1,1,1
"10282",1,36061,1,1,7,3,5,1,999,999,999,999,999,1,999,999,999,999
"10283",1,36061,1,1,7,3,1,1,2,2,2,2,1,999,1,1,1,1
"10284",1,36061,1,1,7,3,3,1,1,2,1,1,1,999,1,1,999,999
"10285",1,36061,1,2,7,3,4,1,999,999,999,999,999,999,999,999,999,999
"10286",1,36061,1,1,7,1,5,1,2,2,2,2,2,999,2,2,1,2
"10287",1,36061,1,1,7,2,2,3,2,2,2,2,2,999,2,2,999,999
"10288",1,36061,1,1,7,3,2,1,999,999,999,999,999,999,999,999,999,999
"10289",1,36061,1,2,7,3,5,1,2,2,2,2,2,999,1,1,1,1
"10290",1,36061,1,1,7,1,2,1,999,999,999,999,999,2,999,999,2,2
"10291",1,36061,1,2,7,3,5,1,1,1,1,1,1,999,1,1,1,2
"10292",1,36061,1,1,7,2,1,2,999,999,999,999,999,2,999,999,999,999
"10293",1,36061,1,2,7,3,2,1,999,999,999,999,999,1,999,999,999,999
"10294",1,36061,1,1,7,1,2,2,999,999,999,999,999,999,999,999,999,999
"10295",1,36061,1,2,7,3,2,1,999,999,999,999,999,2,999,999,999,999
"10296",1,36061,1,2,7,3,5,1,999,999,999,999,999,999,999,999,999,999
"10297",1,36061,1,2,7,2,1,2,999,999,999,999,999,999,999,999,999,999
"10298",1,36061,1,2,7,3,4,1,999,999,999,999,999,1,999,999,999,999
"10299",1,36061,1,1,7,3,3,3,1,1,1,2,2,999,1,1,999,999
"10300",1,36061,1,1,7,1,5,1,999,999,999,999,999,999,999,999,999,999
"10301",1,36061,1,2,7,2,2,3,999,999,999,999,999,999,999,999,999,999
"10302",1,36061,1,2,7,1,1,2,999,999,999,999,999,2,999,999,999,999
"10303",1,36061,1,1,7,3,2,1,999,999,999,999,999,2,999,999,999,999
"10304",1,36061,1,1,7,1,3,2,2,2,2,2,2,999,2,2,2,2
"10305",1,36061,1,1,7,1,2,3,2,2,2,2,2,999,2,2,999,999
"10306",1,36061,1,2,7,3,2,1,999,999,999,999,999,1,999,999,1,2
"10307",1,36061,1,1,7,3,5,3,999,999,999,999,999,999,999,999,999,999
"10308",1,36061,1,1,7,3,5,1,2,2,2,2,2,999,2,2,1,1
"10309",1,36061,1,1,7,3,5,3,999,999,999,999,999,999,999,999,999,999
"10310",1,36061,1,2,7,3,4,3,1,2,2,2,2,999,2,1,2,2
"10311",1,36061,1,1,7,2,2,2,999,999,999,999,999,2,999,999,999,999
"10312",1,36061,1,2,7,1,3,1,999,999,999,999,999,2,999,999,999,999
