"","class","voting","sex","educnew","incomenew","racenew"
"2086",1,"60%>dem>10%","Female",1,4,"White"
"2087",1,"60%>dem>10%","Male",1,5,"White"
"2088",3,"60%>dem>10%","Female",3,5,"White"
"2089",1,"60%>dem>10%","Female",3,4,"White"
"2090",3,"60%>dem>10%","Female",3,2,"White"
"2091",1,"60%>dem>10%","Male",1,1,"Asian"
"2092",2,"60%>dem>10%","Male",3,4,"White"
"2093",1,"60%>dem>10%","Female",2,3,"White"
"2094",1,"60%>dem>10%","Female",3,2,"White"
"2095",1,"60%>dem>10%","Female",2,3,"White"
"2096",2,"60%>dem>10%","Female",1,3,"White"
"2097",2,"60%>dem>10%","Male",1,2,"White"
"2098",2,"60%>dem>10%","Male",1,2,"White"
"2099",2,"60%>dem>10%","Male",3,5,"White"
"2100",2,"60%>dem>10%","Female",1,1,"White"
"2101",2,"60%>dem>10%","Male",2,1,"White"
"2102",2,"60%>dem>10%","Female",2,1,"White"
"2103",1,"60%>dem>10%","Female",1,2,"White"
"2104",3,"60%>dem>10%","Female",3,3,"White"
"2105",2,"60%>dem>10%","Male",1,1,"White"
"2106",3,"60%>dem>10%","Female",3,5,"White"
"2107",3,"60%>dem>10%","Male",3,3,"White"
"2108",2,"60%>dem>10%","Female",3,5,"White"
"2109",3,"60%>dem>10%","Female",3,5,"White"
"2110",3,"60%>dem>10%","Female",3,4,"White"
"2111",1,"60%>dem>10%","Male",1,1,"White"
"2112",3,"60%>dem>10%","Female",2,3,"White"
"2113",3,"60%>dem>10%","Male",3,5,"Other race"
"2114",2,"60%>dem>10%","Male",3,3,"White"
"2115",2,"60%>dem>10%","Male",2,3,"White"
"2116",2,"60%>dem>10%","Male",3,3,"White"
"2117",2,"60%>dem>10%","Male",3,4,"White"
"2118",2,"60%>dem>10%","Female",1,3,"White"
"2119",2,"60%>dem>10%","Female",3,5,"White"
"2120",2,"60%>dem>10%","Female",3,2,"White"
"2121",2,"60%>dem>10%","Female",3,5,"White"
"2122",2,"60%>dem>10%","Male",3,5,"Black"
"2123",1,"60%>dem>10%","Female",1,1,"Black"
"2124",2,"60%>dem>10%","Male",3,5,"White"
"2125",2,"60%>dem>10%","Male",1,2,"White"
"2126",2,"60%>dem>10%","Male",3,3,"White"
"2127",2,"60%>dem>10%","Male",3,3,"White"
"2128",1,"60%>dem>10%","Female",2,3,"White"
"2129",2,"60%>dem>10%","Male",3,3,"White"
"2130",2,"60%>dem>10%","Male",3,5,"White"
"2131",1,"60%>dem>10%","Male",1,2,"White"
"2132",2,"60%>dem>10%","Female",3,1,"White"
"2133",2,"60%>dem>10%","Female",2,2,"White"
"2134",1,"60%>dem>10%","Male",1,1,"White"
"2135",2,"60%>dem>10%","Female",3,3,"White"
"2136",1,"60%>dem>10%","Female",3,1,"Asian"
"2137",2,"60%>dem>10%","Male",3,2,"White"
"2138",1,"60%>dem>10%","Female",1,3,"White"
"2139",1,"60%>dem>10%","Female",3,2,"White"
"2140",2,"60%>dem>10%","Male",2,2,"Asian"
"2141",3,"60%>dem>10%","Male",3,4,"White"
"2142",1,"60%>dem>10%","Male",3,2,"White"
"2143",2,"60%>dem>10%","Male",3,3,"White"
"2144",2,"60%>dem>10%","Female",2,3,"White"
"2145",3,"60%>dem>10%","Male",3,1,"White"
"2146",2,"60%>dem>10%","Female",2,2,"White"
"2147",2,"60%>dem>10%","Male",3,5,"White"
"2148",2,"60%>dem>10%","Female",2,5,"Black"
"2149",2,"60%>dem>10%","Male",3,4,"White"
"2150",2,"60%>dem>10%","Female",1,2,"White"
"2151",1,"60%>dem>10%","Female",1,1,"Asian"
"2152",2,"60%>dem>10%","Male",1,2,"White"
"2153",2,"60%>dem>10%","Female",3,2,"White"
"2154",2,"60%>dem>10%","Female",3,2,"White"
"2155",2,"60%>dem>10%","Female",1,2,"White"
"2156",2,"60%>dem>10%","Male",3,4,"White"
"2157",2,"60%>dem>10%","Female",3,3,"White"
"2158",2,"60%>dem>10%","Female",1,3,"White"
"2159",2,"60%>dem>10%","Female",3,3,"White"
"2160",3,"60%>dem>10%","Female",3,2,"White"
"2161",2,"60%>dem>10%","Female",2,1,"White"
"2162",2,"60%>dem>10%","Female",1,2,"White"
"2163",2,"60%>dem>10%","Male",3,1,"White"
"2164",1,"60%>dem>10%","Male",1,2,"White"
"2165",1,"60%>dem>10%","Female",1,2,"White"
"2166",1,"60%>dem>10%","Female",3,4,"White"
"2167",2,"60%>dem>10%","Female",2,1,"White"
"2168",2,"60%>dem>10%","Male",3,2,"White"
"2169",2,"60%>rep>10%","Female",1,5,"White"
"2170",1,"60%>rep>10%","Female",2,4,"White"
"2171",3,"60%>rep>10%","Male",3,3,"White"
"2172",2,"60%>rep>10%","Male",2,2,"White"
"2173",1,"60%>rep>10%","Male",1,2,"Other race"
"2174",2,"60%>rep>10%","Female",3,4,"White"
"2175",3,"60%>rep>10%","Female",3,5,"White"
"2176",1,"60%>rep>10%","Female",1,5,"White"
"2177",3,"60%>rep>10%","Female",1,2,"White"
"2178",2,"60%>rep>10%","Male",3,5,"White"
"2179",2,"60%>rep>10%","Female",3,3,"White"
"2180",2,"60%>rep>10%","Male",3,4,"White"
"2181",3,"60%>rep>10%","Female",3,3,"White"
"2182",1,"60%>rep>10%","Female",2,3,"White"
"2183",2,"60%>rep>10%","Female",2,2,"White"
"2184",3,"60%>rep>10%","Male",3,5,"White"
"2185",2,"60%>rep>10%","Male",1,1,"White"
"2186",2,"60%>rep>10%","Male",3,4,"White"
"2187",2,"60%>rep>10%","Female",2,1,"White"
"2188",3,"60%>rep>10%","Female",3,3,"White"
"2189",3,"60%>rep>10%","Male",3,2,"White"
"2190",2,"60%>rep>10%","Female",3,1,"White"
"2191",3,"60%>rep>10%","Female",3,2,"White"
"2192",3,"60%>rep>10%","Female",2,3,"White"
"2193",2,"60%>rep>10%","Female",2,1,"White"
"2194",1,"60%>rep>10%","Male",3,2,"White"
"2195",1,"60%>rep>10%","Male",2,4,"White"
"2196",2,"60%>rep>10%","Female",2,1,"White"
"2197",2,"60%>rep>10%","Female",3,4,"White"
"2198",1,"60%>rep>10%","Male",2,2,"White"
"2199",2,"60%>rep>10%","Female",1,3,"White"
"2200",1,"dem<10%","Male",3,1,"White"
"2201",2,"dem<10%","Male",3,3,"White"
"2202",3,"dem<10%","Female",2,4,"White"
"2203",1,"dem<10%","Male",3,3,"White"
"2204",3,"dem<10%","Female",2,4,"White"
"2205",2,"dem<10%","Male",1,3,"White"
"2206",1,"dem<10%","Female",2,5,"White"
"2207",3,"dem<10%","Male",3,3,"White"
"2208",1,"dem<10%","Male",2,2,"White"
"2209",1,"dem<10%","Male",1,2,"White"
"2210",3,"dem<10%","Male",2,2,"White"
"2211",1,"dem<10%","Female",2,4,"White"
"2212",2,"dem<10%","Female",1,2,"White"
"2213",2,"dem<10%","Female",3,3,"White"
"2214",2,"dem<10%","Female",2,2,"White"
"2215",1,"dem<10%","Male",3,4,"White"
"2216",2,"dem<10%","Female",2,5,"White"
"2217",3,"dem<10%","Female",2,2,"White"
"2218",1,"dem<10%","Male",3,4,"White"
"2219",2,"dem<10%","Male",3,2,"White"
"2220",1,"dem<10%","Female",1,3,"White"
"2221",2,"dem<10%","Male",3,5,"White"
"2222",2,"dem<10%","Female",2,3,"White"
"2223",2,"dem<10%","Male",1,4,"White"
"2224",3,"dem<10%","Male",2,3,"White"
"2225",1,"dem<10%","Female",2,2,"White"
"2226",3,"dem<10%","Male",2,4,"White"
"2227",1,"dem<10%","Male",1,2,"White"
"2228",2,"dem<10%","Male",3,5,"White"
"2229",2,"dem<10%","Male",2,1,"White"
"2230",1,"dem<10%","Female",2,4,"White"
"2231",1,"dem<10%","Female",2,3,"White"
"2232",2,"dem<10%","Female",2,2,"White"
"2233",2,"dem<10%","Female",2,5,"White"
"2234",2,"dem<10%","Female",3,3,"White"
"2235",2,"dem<10%","Female",3,5,"White"
"2236",2,"dem<10%","Male",2,1,"White"
"2237",2,"dem<10%","Male",1,3,"White"
"2238",2,"dem<10%","Male",1,2,"White"
"2239",2,"dem<10%","Female",2,3,"White"
"2240",2,"dem<10%","Male",2,1,"White"
"2241",2,"dem<10%","Male",3,2,"White"
"2242",2,"dem<10%","Female",1,2,"White"
"2243",2,"dem<10%","Female",2,3,"White"
"2244",2,"dem<10%","Male",3,4,"White"
"2245",2,"dem<10%","Male",2,3,"White"
"2246",3,"dem<10%","Female",3,5,"White"
"2247",2,"dem<10%","Male",1,2,"White"
"2248",1,"dem<10%","Female",2,5,"White"
"2249",1,"dem<10%","Male",2,4,"White"
"2250",2,"dem<10%","Male",3,1,"White"
"2251",2,"dem<10%","Female",2,3,"White"
"2252",1,"dem<10%","Male",1,2,"White"
"2253",2,"dem<10%","Female",1,3,"White"
"2254",3,"dem<10%","Female",3,5,"White"
"2255",1,"dem<10%","Male",2,2,"White"
"2256",2,"dem<10%","Male",3,4,"White"
"2257",2,"dem<10%","Female",1,1,"Other race"
"2258",2,"dem<10%","Male",3,2,"Black"
"2259",3,"dem<10%","Female",2,2,"White"
"2260",2,"dem<10%","Male",3,3,"White"
"2261",2,"dem<10%","Male",2,4,"White"
"2262",2,"dem<10%","Male",2,5,"White"
"2263",2,"dem<10%","Male",3,2,"White"
"2264",2,"dem<10%","Female",2,2,"White"
"2265",1,"dem<10%","Female",1,1,"White"
"2266",2,"dem<10%","Female",1,3,"White"
"2267",2,"dem<10%","Female",1,5,"White"
"2268",2,"dem<10%","Female",2,2,"White"
"2269",2,"dem<10%","Female",2,2,"White"
"2270",1,"dem<10%","Male",1,1,"White"
"2271",1,"dem<10%","Female",1,3,"White"
"2272",1,"dem<10%","Female",2,1,"White"
"2273",2,"dem<10%","Female",3,1,"White"
"2274",1,"dem<10%","Female",1,1,"White"
"2275",1,"dem<10%","Male",3,1,"White"
"2276",1,"dem<10%","Female",1,1,"Black"
"2277",2,"dem<10%","Female",2,2,"White"
"2278",2,"dem<10%","Female",1,5,"White"
"2279",1,"dem<10%","Male",1,2,"White"
"2280",2,"dem<10%","Female",1,1,"White"
"2281",1,"dem<10%","Female",1,1,"White"
"2282",1,"dem<10%","Female",1,1,"White"
"2283",1,"dem<10%","Male",2,2,"White"
"2284",1,"dem<10%","Male",2,5,"White"
"2285",2,"dem<10%","Female",3,5,"White"
"2286",2,"dem<10%","Male",2,2,"White"
"2287",1,"dem<10%","Male",1,1,"White"
"2288",1,"dem<10%","Male",2,2,"White"
"2289",2,"dem<10%","Female",1,2,"White"
"2290",1,"dem<10%","Female",1,1,"White"
"2291",2,"dem<10%","Female",3,1,"White"
"2292",1,"dem<10%","Female",1,1,"White"
"2293",2,"dem<10%","Female",3,3,"White"
"2294",2,"dem<10%","Male",2,3,"White"
"2295",2,"dem<10%","Male",1,1,"White"
"2296",2,"dem<10%","Male",2,3,"White"
"2297",2,"dem<10%","Female",2,3,"White"
"2298",1,"dem<10%","Male",2,1,"White"
"2299",2,"dem<10%","Female",2,3,"White"
"2300",2,"dem<10%","Female",2,3,"White"
"2301",3,"dem<10%","Male",2,4,"White"
"2302",3,"dem<10%","Male",2,2,"White"
"2303",1,"dem<10%","Male",1,2,"White"
"2304",1,"dem<10%","Female",2,1,"White"
"2305",1,"60%>rep>10%","Male",3,2,"White"
"2306",1,"60%>rep>10%","Male",1,4,"White"
"2307",1,"60%>rep>10%","Male",1,1,"White"
"2308",2,"60%>rep>10%","Male",3,3,"White"
"2309",1,"60%>rep>10%","Female",2,2,"White"
"2310",2,"60%>rep>10%","Female",1,2,"White"
"2311",2,"60%>rep>10%","Male",2,3,"White"
"2312",1,"60%>rep>10%","Female",1,2,"White"
"2313",2,"60%>rep>10%","Male",1,3,"White"
"2314",2,"60%>rep>10%","Male",3,2,"White"
"2315",1,"60%>rep>10%","Male",1,2,"White"
"2316",1,"60%>rep>10%","Male",1,3,"White"
"2317",2,"60%>rep>10%","Female",3,2,"White"
"2318",1,"60%>rep>10%","Female",1,2,"White"
"2319",2,"60%>rep>10%","Female",2,2,"White"
"2320",1,"60%>rep>10%","Female",2,2,"White"
"2321",2,"60%>rep>10%","Male",3,3,"White"
"2322",2,"60%>rep>10%","Male",3,3,"White"
"2323",3,"60%>rep>10%","Male",3,3,"White"
"2324",1,"60%>rep>10%","Male",1,2,"Other race"
"2325",2,"60%>rep>10%","Female",2,4,"White"
"2326",2,"60%>rep>10%","Female",3,4,"White"
"2327",2,"60%>rep>10%","Female",2,3,"White"
"2328",2,"60%>rep>10%","Female",2,1,"White"
"2329",2,"60%>rep>10%","Male",2,4,"White"
"2330",1,"60%>rep>10%","Female",1,3,"White"
"2331",1,"rep<10%","Male",1,1,"Black"
"2332",1,"rep<10%","Female",1,1,"White"
"2333",1,"rep<10%","Female",2,3,"White"
"2334",1,"rep<10%","Female",1,1,"White"
"2335",1,"rep<10%","Female",1,1,"Black"
"2336",1,"rep<10%","Male",1,2,"White"
"2337",2,"rep<10%","Male",3,4,"White"
"2338",1,"rep<10%","Male",2,2,"White"
"2339",1,"rep<10%","Male",1,1,"White"
"2340",2,"rep<10%","Female",1,3,"White"
"2341",3,"rep<10%","Female",2,5,"White"
"2342",1,"rep<10%","Male",2,5,"Black"
"2343",1,"rep<10%","Male",2,2,"White"
"2344",1,"rep<10%","Female",2,1,"White"
"2345",1,"rep<10%","Male",2,3,"White"
"2346",1,"rep<10%","Female",1,2,"White"
"2347",2,"rep<10%","Female",1,1,"White"
"2348",1,"rep<10%","Female",3,5,"White"
"2349",1,"rep<10%","Female",1,2,"White"
"2350",3,"rep<10%","Female",2,2,"White"
"2351",1,"rep<10%","Female",3,3,"White"
"2352",1,"rep<10%","Female",2,4,"White"
"2353",1,"rep<10%","Female",1,1,"Black"
"2354",1,"rep<10%","Female",1,2,"White"
"2355",2,"rep<10%","Female",2,4,"Black"
"2356",1,"rep<10%","Male",1,1,"White"
"2357",1,"rep<10%","Female",2,2,"White"
"2358",2,"rep<10%","Female",2,2,"Black"
"2359",1,"rep<10%","Male",2,2,"White"
"2360",2,"rep<10%","Male",1,5,"White"
"2361",2,"rep<10%","Female",3,3,"White"
"2362",1,"rep<10%","Male",2,1,"White"
"2363",1,"rep<10%","Female",3,3,"White"
"2364",1,"rep<10%","Male",1,1,"White"
"2365",1,"rep<10%","Female",2,3,"White"
"2366",1,"rep<10%","Female",1,2,"White"
"2367",1,"rep<10%","Male",1,1,"Black"
"2368",2,"rep<10%","Female",3,4,"White"
"2369",1,"rep<10%","Female",3,4,"White"
"2370",2,"rep<10%","Female",3,4,"Black"
"2371",1,"rep<10%","Male",1,1,"White"
"2372",1,"rep<10%","Female",1,1,"Black"
"2373",2,"rep<10%","Female",1,3,"White"
"2374",1,"rep<10%","Female",1,3,"White"
"2375",1,"rep<10%","Female",1,1,"White"
"2376",1,"rep<10%","Male",2,2,"White"
"2377",2,"rep<10%","Female",1,2,"White"
"2378",1,"rep<10%","Female",1,1,"Black"
"2379",2,"rep<10%","Female",3,1,"Black"
"2380",2,"rep<10%","Female",2,4,"White"
"2381",1,"rep<10%","Female",1,1,"Black"
"2382",1,"rep<10%","Female",1,1,"White"
"2383",1,"rep<10%","Female",1,2,"White"
"2384",1,"rep<10%","Male",1,3,"White"
"2385",2,"rep<10%","Female",1,4,"White"
"2386",1,"rep<10%","Female",1,1,"White"
"2387",3,"rep<10%","Male",3,5,"White"
"2388",1,"rep<10%","Male",1,5,"Other race"
"2389",1,"rep<10%","Female",1,1,"Black"
"2390",2,"rep<10%","Male",2,2,"White"
"2391",2,"rep<10%","Female",1,5,"White"
"2392",1,"rep<10%","Female",1,3,"White"
"2393",1,"rep<10%","Female",1,1,"White"
"2394",1,"rep<10%","Male",2,2,"White"
"2395",1,"rep<10%","Female",2,3,"White"
"2396",1,"rep<10%","Male",1,1,"Black"
"2397",1,"rep<10%","Male",3,1,"Black"
"2398",1,"rep<10%","Female",2,2,"White"
"2399",1,"60%>dem>10%","Female",2,2,"Black"
"2400",2,"60%>dem>10%","Female",1,2,"White"
"2401",1,"60%>dem>10%","Female",1,1,"White"
"2402",1,"60%>dem>10%","Female",2,1,"White"
"2403",2,"60%>dem>10%","Male",1,5,"Black"
"2404",2,"60%>dem>10%","Female",3,5,"White"
"2405",1,"60%>dem>10%","Female",1,2,"Black"
"2406",2,"60%>dem>10%","Female",2,1,"White"
"2407",2,"60%>dem>10%","Female",2,3,"White"
"2408",1,"60%>dem>10%","Male",1,1,"White"
"2409",1,"60%>dem>10%","Female",1,1,"White"
"2410",1,"60%>dem>10%","Male",1,1,"White"
"2411",1,"60%>dem>10%","Female",1,1,"Black"
"2412",2,"60%>dem>10%","Male",3,5,"White"
"2413",3,"60%>dem>10%","Male",3,3,"White"
"2414",1,"60%>dem>10%","Female",2,1,"Black"
"2415",2,"60%>dem>10%","Female",2,2,"White"
"2416",2,"60%>dem>10%","Male",1,3,"White"
"2417",1,"60%>dem>10%","Female",1,2,"White"
"2418",1,"60%>dem>10%","Male",2,2,"Asian"
"2419",1,"60%>dem>10%","Male",2,5,"White"
"2420",1,"60%>dem>10%","Male",3,4,"White"
"2421",1,"60%>dem>10%","Female",2,3,"White"
"2422",2,"60%>dem>10%","Male",2,2,"White"
"2423",1,"60%>dem>10%","Female",1,4,"White"
"2424",1,"60%>dem>10%","Female",3,5,"Asian"
"2425",2,"60%>dem>10%","Male",2,2,"Black"
"2426",1,"60%>dem>10%","Male",3,1,"Asian"
"2427",2,"60%>dem>10%","Female",1,5,"White"
"2428",2,"60%>dem>10%","Female",2,5,"White"
"2429",1,"60%>dem>10%","Male",1,3,"White"
"2430",2,"60%>dem>10%","Male",1,1,"Black"
"2431",1,"60%>dem>10%","Male",1,1,"Black"
"2432",2,"60%>dem>10%","Male",3,3,"Asian"
"2433",1,"60%>dem>10%","Male",2,3,"White"
"2434",1,"60%>dem>10%","Female",1,2,"Black"
"2435",1,"60%>dem>10%","Female",1,2,"Black"
"2436",1,"60%>dem>10%","Male",2,2,"Asian"
"2437",2,"60%>dem>10%","Female",2,4,"White"
"2438",1,"60%>dem>10%","Male",1,1,"White"
"2439",1,"60%>dem>10%","Male",1,3,"White"
"2440",1,"60%>dem>10%","Female",1,1,"White"
"2441",2,"60%>dem>10%","Female",1,1,"White"
"2442",1,"60%>dem>10%","Male",2,4,"White"
"2443",1,"60%>dem>10%","Male",2,3,"White"
"2444",2,"60%>dem>10%","Male",1,3,"White"
"2445",2,"60%>dem>10%","Female",3,2,"Black"
"2446",1,"60%>dem>10%","Female",1,1,"White"
"2447",1,"60%>dem>10%","Male",1,2,"Black"
"2448",1,"60%>dem>10%","Female",2,2,"Black"
"2449",1,"60%>dem>10%","Female",1,4,"White"
"2450",1,"60%>dem>10%","Female",1,1,"White"
"2451",2,"60%>dem>10%","Female",1,1,"Black"
"2452",1,"60%>dem>10%","Female",1,2,"White"
"2453",2,"60%>dem>10%","Female",3,5,"White"
"2454",3,"60%>dem>10%","Female",2,3,"White"
"2455",2,"60%>dem>10%","Male",3,3,"White"
"2456",2,"60%>dem>10%","Female",3,3,"White"
"2457",1,"60%>dem>10%","Male",3,3,"White"
"2458",2,"60%>dem>10%","Female",3,3,"White"
"2459",1,"60%>dem>10%","Female",1,3,"White"
"2460",1,"60%>dem>10%","Female",1,2,"White"
"2461",1,"60%>dem>10%","Female",1,1,"White"
"2462",1,"60%>dem>10%","Female",1,3,"White"
"2463",2,"60%>dem>10%","Male",3,1,"Black"
"2464",2,"60%>dem>10%","Female",2,4,"White"
"2465",2,"60%>dem>10%","Male",3,5,"White"
"2466",1,"60%>dem>10%","Female",3,3,"Other race"
"2467",1,"60%>dem>10%","Female",1,1,"White"
"2468",2,"60%>dem>10%","Female",1,1,"Black"
"2469",1,"60%>dem>10%","Female",2,4,"White"
"2470",3,"60%>dem>10%","Male",3,5,"Black"
"2471",2,"60%>dem>10%","Male",3,3,"White"
"2472",1,"60%>dem>10%","Female",2,3,"White"
"2473",2,"60%>dem>10%","Male",3,1,"Asian"
"2474",2,"60%>dem>10%","Female",3,3,"White"
"2475",1,"60%>dem>10%","Male",3,3,"White"
"2476",2,"60%>dem>10%","Female",2,2,"White"
"2477",1,"60%>dem>10%","Female",2,1,"Black"
"2478",1,"60%>dem>10%","Female",2,5,"White"
"2479",1,"60%>dem>10%","Female",2,3,"Black"
"2480",2,"60%>dem>10%","Male",1,2,"White"
"2481",1,"60%>dem>10%","Female",1,1,"White"
"2482",1,"60%>dem>10%","Female",1,1,"White"
"2483",1,"60%>dem>10%","Female",2,1,"Black"
"2484",1,"60%>dem>10%","Male",3,3,"White"
"2485",2,"60%>dem>10%","Female",3,2,"White"
"2486",2,"60%>dem>10%","Male",3,4,"White"
"2487",1,"60%>dem>10%","Female",3,3,"Asian"
"2488",2,"60%>dem>10%","Male",1,1,"Black"
"2489",3,"60%>dem>10%","Male",3,4,"White"
"2490",1,"60%>dem>10%","Male",3,5,"White"
"2491",1,"60%>dem>10%","Female",1,2,"Other race"
"2492",2,"60%>dem>10%","Female",1,4,"White"
"2493",1,"60%>dem>10%","Female",2,3,"White"
"2494",1,"60%>dem>10%","Female",1,1,"Asian"
"2495",1,"60%>dem>10%","Male",1,4,"White"
"2496",1,"60%>dem>10%","Male",1,2,"White"
"2497",1,"60%>dem>10%","Female",3,3,"White"
"2498",1,"60%>dem>10%","Female",1,1,"Other race"
"2499",1,"60%>dem>10%","Male",1,3,"White"
"2500",3,"60%>dem>10%","Male",3,3,"Black"
"2501",1,"60%>dem>10%","Female",1,2,"White"
"2502",2,"60%>dem>10%","Female",1,1,"White"
"2503",1,"60%>dem>10%","Female",1,4,"White"
"2504",1,"60%>dem>10%","Female",1,2,"White"
"2505",1,"60%>dem>10%","Female",1,1,"Black"
"2506",2,"60%>dem>10%","Male",3,3,"White"
"2507",1,"60%>dem>10%","Male",3,4,"White"
"2508",1,"60%>dem>10%","Male",1,1,"White"
"2509",2,"60%>dem>10%","Female",1,2,"White"
"2510",2,"60%>dem>10%","Female",1,2,"Black"
"2511",1,"60%>dem>10%","Male",2,2,"White"
"2512",2,"60%>dem>10%","Female",1,1,"Black"
"2513",1,"60%>dem>10%","Male",3,5,"White"
"2514",1,"60%>dem>10%","Male",2,2,"Black"
"2515",2,"60%>dem>10%","Female",1,3,"White"
"2516",1,"60%>dem>10%","Male",1,2,"White"
"2517",1,"60%>dem>10%","Female",1,2,"White"
"2518",2,"60%>dem>10%","Male",2,3,"Black"
"2519",2,"60%>dem>10%","Male",2,2,"White"
"2520",2,"60%>dem>10%","Male",3,3,"White"
"2521",1,"60%>dem>10%","Male",1,2,"White"
"2522",1,"60%>dem>10%","Female",2,1,"White"
"2523",2,"60%>dem>10%","Female",2,3,"White"
"2524",1,"60%>dem>10%","Male",1,2,"Other race"
"2525",1,"60%>dem>10%","Female",1,1,"White"
"2526",1,"60%>dem>10%","Male",1,5,"White"
"2527",1,"60%>dem>10%","Female",1,1,"White"
"2528",2,"60%>dem>10%","Female",1,4,"White"
"2529",1,"60%>dem>10%","Male",1,1,"White"
"2530",1,"60%>dem>10%","Male",1,2,"White"
"2531",2,"60%>dem>10%","Male",2,1,"Black"
"2532",2,"60%>dem>10%","Male",2,3,"White"
"2533",1,"60%>dem>10%","Female",3,2,"White"
"2534",1,"60%>dem>10%","Male",1,5,"Asian"
"2535",2,"60%>dem>10%","Female",1,3,"White"
"2536",1,"60%>dem>10%","Male",3,2,"Asian"
"2537",1,"60%>dem>10%","Male",1,3,"White"
"2538",2,"60%>dem>10%","Female",3,3,"Asian"
"2539",2,"60%>dem>10%","Female",3,3,"White"
"2540",1,"60%>dem>10%","Female",1,1,"Black"
"2541",3,"60%>dem>10%","Male",2,5,"Black"
"2542",2,"60%>dem>10%","Female",3,3,"White"
"2543",1,"60%>dem>10%","Male",3,3,"White"
"2544",1,"60%>dem>10%","Female",2,3,"White"
"2545",1,"60%>dem>10%","Male",1,1,"White"
"2546",2,"60%>dem>10%","Male",3,3,"White"
"2547",1,"60%>dem>10%","Male",1,3,"White"
"2548",2,"60%>dem>10%","Female",1,2,"White"
"2549",1,"60%>dem>10%","Male",2,3,"Black"
"2550",2,"60%>dem>10%","Male",3,4,"White"
"2551",1,"60%>dem>10%","Male",1,2,"White"
"2552",1,"60%>dem>10%","Female",2,1,"Black"
"2553",1,"60%>dem>10%","Female",3,4,"White"
"2554",2,"60%>dem>10%","Female",1,1,"White"
"2555",1,"60%>dem>10%","Female",3,3,"Black"
"2556",2,"60%>dem>10%","Male",1,2,"White"
"2557",1,"60%>dem>10%","Female",2,1,"White"
"2558",1,"60%>dem>10%","Male",2,3,"Black"
"2559",1,"60%>dem>10%","Male",3,3,"White"
"2560",1,"60%>dem>10%","Female",2,2,"White"
"2561",2,"60%>dem>10%","Female",1,1,"Black"
"2562",1,"60%>dem>10%","Male",1,2,"White"
"2563",1,"60%>dem>10%","Male",1,1,"Black"
"2564",2,"60%>dem>10%","Female",2,1,"White"
"2565",2,"60%>dem>10%","Male",3,5,"White"
"2566",2,"60%>dem>10%","Male",2,1,"White"
"2567",1,"60%>dem>10%","Female",1,1,"White"
"2568",2,"60%>dem>10%","Female",3,1,"White"
"2569",1,"60%>dem>10%","Male",1,3,"White"
"2570",1,"60%>dem>10%","Female",1,1,"Black"
"2571",2,"60%>dem>10%","Female",3,5,"White"
"2572",2,"60%>dem>10%","Male",2,5,"White"
"2573",2,"60%>dem>10%","Male",3,5,"Black"
"2574",2,"60%>dem>10%","Female",1,2,"White"
"2575",2,"60%>dem>10%","Female",3,1,"White"
"2576",1,"60%>dem>10%","Male",1,1,"Other race"
"2577",2,"60%>dem>10%","Male",2,2,"Black"
"2578",1,"60%>dem>10%","Female",1,1,"White"
"2579",1,"60%>dem>10%","Male",1,2,"Black"
"2580",2,"60%>dem>10%","Female",3,5,"White"
"2581",1,"60%>dem>10%","Male",1,1,"Black"
"2582",2,"60%>dem>10%","Female",3,4,"White"
"2583",2,"60%>dem>10%","Female",1,4,"White"
"2584",1,"60%>dem>10%","Male",2,3,"White"
"2585",2,"60%>dem>10%","Female",3,3,"White"
"2586",2,"60%>dem>10%","Female",3,5,"White"
"2587",1,"60%>dem>10%","Female",2,4,"White"
"2588",2,"60%>dem>10%","Female",3,3,"White"
"2589",2,"60%>dem>10%","Female",3,4,"White"
"2590",2,"60%>dem>10%","Female",2,1,"White"
"2591",2,"60%>dem>10%","Male",3,4,"White"
"2592",1,"60%>dem>10%","Female",1,2,"Other race"
"2593",1,"60%>dem>10%","Male",2,3,"White"
"2594",1,"60%>dem>10%","Female",3,4,"White"
"2595",2,"60%>dem>10%","Male",1,2,"White"
"2596",1,"60%>dem>10%","Female",3,2,"White"
"2597",2,"60%>dem>10%","Female",2,1,"Black"
"2598",1,"60%>dem>10%","Male",1,2,"White"
"2599",2,"60%>dem>10%","Female",3,3,"White"
"2600",1,"60%>dem>10%","Female",2,2,"White"
"2601",2,"60%>dem>10%","Female",2,2,"White"
"2602",2,"60%>dem>10%","Female",1,1,"Black"
"2603",1,"60%>dem>10%","Male",1,1,"White"
"2604",2,"60%>dem>10%","Female",2,4,"White"
